,LUNA,MKR,UNI
2021-10-10,42.48061570962166,2572.0558596853016,25.128789637227708
2021-10-11,39.28066067624322,2460.8870107770863,24.206327865714055
2021-10-12,39.15133925827221,2448.7824386501043,24.158781955096572
2021-10-13,37.5452835671239,2441.2952710487743,23.44730460025907
